"curve","x","density"
"Bulk spectrum",6.39664764121415,0.0033533952500684
"Bulk spectrum",6.41055391374776,0.00288829068164896
"Bulk spectrum",6.42446018628136,0.00247190213013325
"Bulk spectrum",6.43836645881496,0.0021018488957652
"Bulk spectrum",6.45227273134857,0.00177540739362074
"Bulk spectrum",6.46617900388217,0.00148959620835424
"Bulk spectrum",6.48008527641578,0.00124418381381056
"Bulk spectrum",6.49399154894938,0.0010345406245026
"Bulk spectrum",6.50789782148298,0.000854629025144428
"Bulk spectrum",6.52180409401659,0.00070131991925
"Bulk spectrum",6.53571036655019,0.000571616452843226
"Bulk spectrum",6.5496166390838,0.000462684698301546
"Bulk spectrum",6.5635229116174,0.000371877109847905
"Bulk spectrum",6.577429184151,0.000296749147127806
"Bulk spectrum",6.59133545668461,0.000235844053746755
"Bulk spectrum",6.60524172921821,0.000186923542311946
"Bulk spectrum",6.61914800175182,0.000147099324093093
"Bulk spectrum",6.63305427428542,0.000114916293265188
"Bulk spectrum",6.64696054681902,8.91027379112331e-05
"Bulk spectrum",6.66086681935263,6.85567176946983e-05
"Bulk spectrum",6.67477309188623,5.2331766527044e-05
"Bulk spectrum",6.68867936441984,3.96222416302201e-05
"Bulk spectrum",6.70258563695344,2.98636344161451e-05
"Bulk spectrum",6.71649190948704,2.250019073677e-05
"Bulk spectrum",6.73039818202065,1.6808790677292e-05
"Bulk spectrum",6.74430445455425,1.24469228798648e-05
"Bulk spectrum",6.75821072708785,9.13329314647135e-06
"Bulk spectrum",6.77211699962146,6.63885582802368e-06
"Bulk spectrum",6.78602327215506,4.7787713460913e-06
"Bulk spectrum",6.79992954468867,3.40525648331972e-06
"Bulk spectrum",6.81383581722227,2.41074138174256e-06
"Bulk spectrum",6.82774208975587,1.7123818953329e-06
"Bulk spectrum",6.84164836228948,1.20320341781404e-06
"Bulk spectrum",6.85555463482308,8.36006384172679e-07
"Bulk spectrum",6.86946090735669,5.74192554102786e-07
"Bulk edge: lambda_4",5.83563299183096,0.000393389314269294
"Bulk edge: lambda_4",5.8370556156225,0.000473545089545948
"Bulk edge: lambda_4",5.83847823941405,0.000569353348374694
"Bulk edge: lambda_4",5.83990086320559,0.000680620144014747
"Bulk edge: lambda_4",5.84132348699714,0.000809082471857686
"Bulk edge: lambda_4",5.84274611078869,0.000956567576493688
"Bulk edge: lambda_4",5.84416873458023,0.00112921470614556
"Bulk edge: lambda_4",5.84559135837178,0.00133055180243232
"Bulk edge: lambda_4",5.84701398216332,0.00155940515291491
"Bulk edge: lambda_4",5.84843660595487,0.00181814258981897
"Bulk edge: lambda_4",5.84985922974642,0.00210918262751762
